id,issue_id,author_id,author_name,field_id,field_name,original_from_value,original_to_value,from_value,to_value,created_date,_raw_data_params,_raw_data_table,_raw_data_id,_raw_data_remark
freshrelease:FreshreleaseIssueChangelogItems:2:10687:Sprint,freshrelease:FreshreleaseIssue:2:10064,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.487+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
freshrelease:FreshreleaseIssueChangelogItems:2:10688:Sprint,freshrelease:FreshreleaseIssue:2:10066,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.487+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
freshrelease:FreshreleaseIssueChangelogItems:2:10689:Sprint,freshrelease:FreshreleaseIssue:2:10068,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.487+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12446,
freshrelease:FreshreleaseIssueChangelogItems:2:10690:Sprint,freshrelease:FreshreleaseIssue:2:10063,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.487+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12441,
freshrelease:FreshreleaseIssueChangelogItems:2:10691:Sprint,freshrelease:FreshreleaseIssue:2:10071,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.487+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
freshrelease:FreshreleaseIssueChangelogItems:2:10692:Sprint,freshrelease:FreshreleaseIssue:2:10065,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.488+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
freshrelease:FreshreleaseIssueChangelogItems:2:10693:Sprint,freshrelease:FreshreleaseIssue:2:10067,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.488+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12445,
freshrelease:FreshreleaseIssueChangelogItems:2:10694:Sprint,freshrelease:FreshreleaseIssue:2:10076,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.548+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
freshrelease:FreshreleaseIssueChangelogItems:2:10695:Sprint,freshrelease:FreshreleaseIssue:2:10078,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.591+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
freshrelease:FreshreleaseIssueChangelogItems:2:10696:Sprint,freshrelease:FreshreleaseIssue:2:10072,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.601+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12449,
freshrelease:FreshreleaseIssueChangelogItems:2:10697:Sprint,freshrelease:FreshreleaseIssue:2:10081,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.607+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
freshrelease:FreshreleaseIssueChangelogItems:2:10698:Sprint,freshrelease:FreshreleaseIssue:2:10079,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.614+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
freshrelease:FreshreleaseIssueChangelogItems:2:10699:Sprint,freshrelease:FreshreleaseIssue:2:10077,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Sprint,,freshrelease:FreshreleaseSprint:2:7,,,2020-06-12T00:29:19.618+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
