id,issue_id,author_id,author_name,field_id,field_name,original_from_value,original_to_value,from_value,to_value,created_date,_raw_data_params,_raw_data_table,_raw_data_id,_raw_data_remark
freshrelease:FreshreleaseIssueChangelogItems:2:10925:status,freshrelease:FreshreleaseIssue:2:10088,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.075+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
freshrelease:FreshreleaseIssueChangelogItems:2:10925:Workflow,freshrelease:FreshreleaseIssue:2:10088,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.075+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
freshrelease:FreshreleaseIssueChangelogItems:2:10926:Workflow,freshrelease:FreshreleaseIssue:2:10070,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.103+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12447,
freshrelease:FreshreleaseIssueChangelogItems:2:10927:status,freshrelease:FreshreleaseIssue:2:10086,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Closed,待办,DONE,TODO,2020-06-12T04:58:47.129+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
freshrelease:FreshreleaseIssueChangelogItems:2:10927:Workflow,freshrelease:FreshreleaseIssue:2:10086,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.129+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12457,
freshrelease:FreshreleaseIssueChangelogItems:2:10928:status,freshrelease:FreshreleaseIssue:2:10087,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.158+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
freshrelease:FreshreleaseIssueChangelogItems:2:10928:Workflow,freshrelease:FreshreleaseIssue:2:10087,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.158+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
freshrelease:FreshreleaseIssueChangelogItems:2:10929:Workflow,freshrelease:FreshreleaseIssue:2:10090,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.184+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12461,
freshrelease:FreshreleaseIssueChangelogItems:2:10932:status,freshrelease:FreshreleaseIssue:2:10085,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.271+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
freshrelease:FreshreleaseIssueChangelogItems:2:10932:Workflow,freshrelease:FreshreleaseIssue:2:10085,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Bugs Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.271+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12456,
freshrelease:FreshreleaseIssueChangelogItems:2:10933:status,freshrelease:FreshreleaseIssue:2:10064,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待开发,待办,TODO,TODO,2020-06-12T04:58:47.299+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
freshrelease:FreshreleaseIssueChangelogItems:2:10933:Workflow,freshrelease:FreshreleaseIssue:2:10064,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.299+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
freshrelease:FreshreleaseIssueChangelogItems:2:10935:status,freshrelease:FreshreleaseIssue:2:10065,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待开发,待办,TODO,TODO,2020-06-12T04:58:47.353+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
freshrelease:FreshreleaseIssueChangelogItems:2:10935:Workflow,freshrelease:FreshreleaseIssue:2:10065,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.353+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12443,
freshrelease:FreshreleaseIssueChangelogItems:2:10936:status,freshrelease:FreshreleaseIssue:2:10066,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待开发,待办,TODO,TODO,2020-06-12T04:58:47.379+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
freshrelease:FreshreleaseIssueChangelogItems:2:10936:Workflow,freshrelease:FreshreleaseIssue:2:10066,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.379+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
freshrelease:FreshreleaseIssueChangelogItems:2:10937:status,freshrelease:FreshreleaseIssue:2:10081,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.406+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
freshrelease:FreshreleaseIssueChangelogItems:2:10937:Workflow,freshrelease:FreshreleaseIssue:2:10081,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.406+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
freshrelease:FreshreleaseIssueChangelogItems:2:10938:status,freshrelease:FreshreleaseIssue:2:10089,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.434+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
freshrelease:FreshreleaseIssueChangelogItems:2:10938:Workflow,freshrelease:FreshreleaseIssue:2:10089,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.434+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
freshrelease:FreshreleaseIssueChangelogItems:2:10939:status,freshrelease:FreshreleaseIssue:2:10093,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.462+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
freshrelease:FreshreleaseIssueChangelogItems:2:10939:Workflow,freshrelease:FreshreleaseIssue:2:10093,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.462+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
freshrelease:FreshreleaseIssueChangelogItems:2:10940:status,freshrelease:FreshreleaseIssue:2:10098,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.489+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
freshrelease:FreshreleaseIssueChangelogItems:2:10940:Workflow,freshrelease:FreshreleaseIssue:2:10098,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.489+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
freshrelease:FreshreleaseIssueChangelogItems:2:10943:status,freshrelease:FreshreleaseIssue:2:10092,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.569+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
freshrelease:FreshreleaseIssueChangelogItems:2:10943:Workflow,freshrelease:FreshreleaseIssue:2:10092,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.569+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12463,
freshrelease:FreshreleaseIssueChangelogItems:2:10944:Workflow,freshrelease:FreshreleaseIssue:2:10094,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.600+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
freshrelease:FreshreleaseIssueChangelogItems:2:10945:status,freshrelease:FreshreleaseIssue:2:10091,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.627+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
freshrelease:FreshreleaseIssueChangelogItems:2:10945:Workflow,freshrelease:FreshreleaseIssue:2:10091,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.627+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12462,
freshrelease:FreshreleaseIssueChangelogItems:2:10946:status,freshrelease:FreshreleaseIssue:2:10082,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Inbox,待办,TODO,TODO,2020-06-12T04:58:47.654+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12455,
freshrelease:FreshreleaseIssueChangelogItems:2:10946:Workflow,freshrelease:FreshreleaseIssue:2:10082,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.654+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12455,
freshrelease:FreshreleaseIssueChangelogItems:2:10948:Workflow,freshrelease:FreshreleaseIssue:2:10095,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.707+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12466,
freshrelease:FreshreleaseIssueChangelogItems:2:10951:status,freshrelease:FreshreleaseIssue:2:10096,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.788+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
freshrelease:FreshreleaseIssueChangelogItems:2:10951:Workflow,freshrelease:FreshreleaseIssue:2:10096,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.788+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12467,
freshrelease:FreshreleaseIssueChangelogItems:2:10958:status,freshrelease:FreshreleaseIssue:2:10076,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,Resolved,待办,DONE,TODO,2020-06-12T04:58:47.975+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
freshrelease:FreshreleaseIssueChangelogItems:2:10958:Workflow,freshrelease:FreshreleaseIssue:2:10076,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Sprint Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:47.975+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12450,
freshrelease:FreshreleaseIssueChangelogItems:2:10960:status,freshrelease:FreshreleaseIssue:2:10068,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待开发,待办,TODO,TODO,2020-06-12T04:58:48.031+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12446,
freshrelease:FreshreleaseIssueChangelogItems:2:10960:Workflow,freshrelease:FreshreleaseIssue:2:10068,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:48.031+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12446,
freshrelease:FreshreleaseIssueChangelogItems:2:10969:Workflow,freshrelease:FreshreleaseIssue:2:10063,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Requirements Workflow for EE,Software Simplified Workflow for Project EE,,,2020-06-12T04:58:48.277+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12441,
freshrelease:FreshreleaseIssueChangelogItems:2:10978:status,freshrelease:FreshreleaseIssue:2:10078,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.542+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
freshrelease:FreshreleaseIssueChangelogItems:2:10978:Workflow,freshrelease:FreshreleaseIssue:2:10078,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.542+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12452,
freshrelease:FreshreleaseIssueChangelogItems:2:10979:status,freshrelease:FreshreleaseIssue:2:10099,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.553+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12470,
freshrelease:FreshreleaseIssueChangelogItems:2:10979:Workflow,freshrelease:FreshreleaseIssue:2:10099,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.553+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12470,
freshrelease:FreshreleaseIssueChangelogItems:2:10980:status,freshrelease:FreshreleaseIssue:2:10067,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.562+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12445,
freshrelease:FreshreleaseIssueChangelogItems:2:10980:Workflow,freshrelease:FreshreleaseIssue:2:10067,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.562+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12445,
freshrelease:FreshreleaseIssueChangelogItems:2:10981:status,freshrelease:FreshreleaseIssue:2:10071,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.572+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
freshrelease:FreshreleaseIssueChangelogItems:2:10981:Workflow,freshrelease:FreshreleaseIssue:2:10071,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.572+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12448,
freshrelease:FreshreleaseIssueChangelogItems:2:10982:status,freshrelease:FreshreleaseIssue:2:10087,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.582+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
freshrelease:FreshreleaseIssueChangelogItems:2:10982:Workflow,freshrelease:FreshreleaseIssue:2:10087,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.582+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12458,
freshrelease:FreshreleaseIssueChangelogItems:2:10983:status,freshrelease:FreshreleaseIssue:2:10064,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.593+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
freshrelease:FreshreleaseIssueChangelogItems:2:10983:Workflow,freshrelease:FreshreleaseIssue:2:10064,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.593+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12442,
freshrelease:FreshreleaseIssueChangelogItems:2:10985:status,freshrelease:FreshreleaseIssue:2:10066,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.611+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
freshrelease:FreshreleaseIssueChangelogItems:2:10985:Workflow,freshrelease:FreshreleaseIssue:2:10066,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.611+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12444,
freshrelease:FreshreleaseIssueChangelogItems:2:10986:status,freshrelease:FreshreleaseIssue:2:10081,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.620+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
freshrelease:FreshreleaseIssueChangelogItems:2:10986:Workflow,freshrelease:FreshreleaseIssue:2:10081,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.620+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12454,
freshrelease:FreshreleaseIssueChangelogItems:2:10987:status,freshrelease:FreshreleaseIssue:2:10089,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.628+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
freshrelease:FreshreleaseIssueChangelogItems:2:10987:Workflow,freshrelease:FreshreleaseIssue:2:10089,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.628+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12460,
freshrelease:FreshreleaseIssueChangelogItems:2:10988:status,freshrelease:FreshreleaseIssue:2:10093,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.637+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
freshrelease:FreshreleaseIssueChangelogItems:2:10988:Workflow,freshrelease:FreshreleaseIssue:2:10093,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.637+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12464,
freshrelease:FreshreleaseIssueChangelogItems:2:10989:status,freshrelease:FreshreleaseIssue:2:10098,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.645+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
freshrelease:FreshreleaseIssueChangelogItems:2:10989:Workflow,freshrelease:FreshreleaseIssue:2:10098,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.645+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12469,
freshrelease:FreshreleaseIssueChangelogItems:2:10993:status,freshrelease:FreshreleaseIssue:2:10094,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.675+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
freshrelease:FreshreleaseIssueChangelogItems:2:10993:Workflow,freshrelease:FreshreleaseIssue:2:10094,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.675+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12465,
freshrelease:FreshreleaseIssueChangelogItems:2:10994:status,freshrelease:FreshreleaseIssue:2:10077,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.684+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
freshrelease:FreshreleaseIssueChangelogItems:2:10994:Workflow,freshrelease:FreshreleaseIssue:2:10077,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.684+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12451,
freshrelease:FreshreleaseIssueChangelogItems:2:10996:status,freshrelease:FreshreleaseIssue:2:10097,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.699+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
freshrelease:FreshreleaseIssueChangelogItems:2:10996:Workflow,freshrelease:FreshreleaseIssue:2:10097,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.699+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12468,
freshrelease:FreshreleaseIssueChangelogItems:2:10997:status,freshrelease:FreshreleaseIssue:2:10079,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.707+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
freshrelease:FreshreleaseIssueChangelogItems:2:10997:Workflow,freshrelease:FreshreleaseIssue:2:10079,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.707+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12453,
freshrelease:FreshreleaseIssueChangelogItems:2:10998:status,freshrelease:FreshreleaseIssue:2:10072,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.715+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12449,
freshrelease:FreshreleaseIssueChangelogItems:2:10998:Workflow,freshrelease:FreshreleaseIssue:2:10072,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.715+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12449,
freshrelease:FreshreleaseIssueChangelogItems:2:10999:status,freshrelease:FreshreleaseIssue:2:10088,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,status,待办,Open,TODO,TODO,2020-06-12T05:01:20.723+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
freshrelease:FreshreleaseIssueChangelogItems:2:10999:Workflow,freshrelease:FreshreleaseIssue:2:10088,freshrelease:FreshreleaseAccount:2:5e9711ba34f7b90c0fbc37d3,Rankin Zheng,,Workflow,Software Simplified Workflow for Project EE,freshrelease,,,2020-06-12T05:01:20.723+00:00,"{""ConnectionId"":2,""BoardId"":8}",_raw_freshrelease_api_issues,12459,
